timestamp,traffic_label,channel,frequency_mhz,bandwidth_mhz,tx_power_dbm,cwmin,cwmax,noise_floor_dbm,channel_busy_percent,nss,rts_cts,latency_min_ms,latency_avg_ms,latency_max_ms,clients,proto,streams,udp_rate,tcp_window,throughput_bps,loss_pct,jitter_ms,client_mac,tx_delta_bytes,estimated_throughput_bps
2025-07-29 14:44:10,TEST3_20250729_144410,44,5220,40,10,7,15,-92,10,1,off,17.326,107.565,197.234,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -58, 'tx_retries': 3083, 'tx_failed': 3083, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 300, 'tx_bytes': 340941657, 'rx_bytes': 849212, 'mcs_index': 7}]",TCP,2,,,110802416.5936014,0.0,,68:54:5a:e2:f2:c0,340941121,272752896
2025-07-29 14:45:31,TEST1_20250729_144531,48,5240,20,17,63,127,-92,10,2,on,102.283,137.237,172.385,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -49, 'tx_retries': 74, 'tx_failed': 74, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 78, 'tx_bytes': 73417536, 'rx_bytes': 4630, 'mcs_index': 7}]",UDP,1,400M,,57075075.5069035,0.010147957216212,0.23897170384372002,68:54:5a:e2:f2:c0,73417090,58733672
2025-07-29 14:46:46,TEST2_20250729_144646,48,5240,20,17,63,127,-92,10,2,on,15.203,106.613,197.287,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 190, 'tx_failed': 190, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 104, 'tx_bytes': 86281728, 'rx_bytes': 7514, 'mcs_index': 7}]",UDP,1,10M,,9999230.805999713,0.023169601482854,0.296143398781821,68:54:5a:e2:f2:c0,86281282,69025025
2025-07-29 14:48:01,TEST3_20250729_144801,48,5240,20,17,63,127,-92,10,2,on,17.451,107.903,198.403,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -59, 'tx_retries': 512, 'tx_failed': 512, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 158108601, 'rx_bytes': 150626, 'mcs_index': 7}]",TCP,1,,1M,56048320.85585882,0.0,,68:54:5a:e2:f2:c0,158108155,126486524
2025-07-29 14:49:23,TEST1_20250729_144923,48,5240,20,17,31,63,-92,10,2,off,10.818,46.065,81.405,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 904, 'tx_failed': 904, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 230706207, 'rx_bytes': 156347, 'mcs_index': 7}]",UDP,1,100M,,56437960.540111735,0.0,0.052280539829822004,68:54:5a:e2:f2:c0,230705761,184564608
2025-07-29 14:50:38,TEST2_20250729_145038,48,5240,20,17,31,63,-92,10,2,off,16.555,107.144,197.631,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -60, 'tx_retries': 996, 'tx_failed': 996, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 303002470, 'rx_bytes': 389880, 'mcs_index': 7}]",TCP,2,,,58960092.68594237,0.0,,68:54:5a:e2:f2:c0,303002024,242401619
2025-07-29 14:51:53,TEST3_20250729_145153,48,5240,20,17,31,63,-92,10,2,off,18.232,108.508,198.204,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -58, 'tx_retries': 1027, 'tx_failed': 1027, 'tx_bitrate_mbps': 65, 'rx_bitrate_mbps': 144.4, 'tx_bytes': 374689230, 'rx_bytes': 1261448, 'mcs_index': 7}]",TCP,8,,,59296883.124779,0.0,,68:54:5a:e2:f2:c0,374688784,299751027
2025-07-29 14:53:14,TEST1_20250729_145314,44,5220,40,10,63,127,-92,10,2,off,140.934,162.121,192.684,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 71, 'tx_failed': 71, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 162, 'tx_bytes': 64312565, 'rx_bytes': 4757, 'mcs_index': 7}]",UDP,1,50M,,49996149.030422665,0.0,0.074261897562807,68:54:5a:e2:f2:c0,64311683,51449346
2025-07-29 14:54:29,TEST2_20250729_145429,44,5220,40,10,63,127,-92,10,2,off,37.68,121.962,212.563,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 112, 'tx_failed': 112, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 216, 'tx_bytes': 70745829, 'rx_bytes': 7401, 'mcs_index': 7}]",UDP,1,5M,,4999614.903042266,0.0,0.595740611479177,68:54:5a:e2:f2:c0,70745383,56596306
2025-07-29 14:55:44,TEST3_20250729_145544,44,5220,40,10,63,127,-92,10,2,off,17.13,107.513,197.268,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 491, 'tx_failed': 491, 'tx_bitrate_mbps': 135, 'rx_bitrate_mbps': 270, 'tx_bytes': 209717070, 'rx_bytes': 10893, 'mcs_index': 7}]",UDP,1,400M,,108039628.48297213,0.010721905925997002,0.06721581099023201,68:54:5a:e2:f2:c0,209716624,167773299
2025-07-29 14:57:06,TEST1_20250729_145706,40,5200,80,23,31,63,-91,0,1,off,121.992,157.731,193.41,"[{'client_mac': '68:54:5a:e2:f2:c0', 'signal_rssi_dbm': -48, 'tx_retries': 9, 'tx_failed': 9, 'tx_bitrate_mbps': 351, 'rx_bitrate_mbps': 351, 'tx_bytes': 12865429, 'rx_bytes': 4669, 'mcs_index': 8}]",UDP,1,10M,,9999230.805999713,0.0,0.137272309538004,68:54:5a:e2:f2:c0,12864983,10291986
